oftic,TICKER,CUSIP,CNAME,STATPERS,MEASURE,FPI,MEANEST,STDEV,FPEDATS,ACTUAL,ANNDATS_ACT
HD,HD,43707610,HOME DEPOT INC,2002-02-14,EPS,6,0.28,0.02,2002-01-31,0.3,2002-02-26
HD,HD,43707610,HOME DEPOT INC,2002-03-14,EPS,6,0.32,0.01,2002-04-30,0.36,2002-05-21
HD,HD,43707610,HOME DEPOT INC,2002-04-18,EPS,6,0.33,0.01,2002-04-30,0.36,2002-05-21
HD,HD,43707610,HOME DEPOT INC,2002-05-16,EPS,6,0.33,0.01,2002-04-30,0.36,2002-05-21
HD,HD,43707610,HOME DEPOT INC,2002-06-20,EPS,6,0.47,0,2002-07-31,0.5,2002-08-20
HD,HD,43707610,HOME DEPOT INC,2002-07-18,EPS,6,0.47,0,2002-07-31,0.5,2002-08-20
HD,HD,43707610,HOME DEPOT INC,2002-08-15,EPS,6,0.47,0,2002-07-31,0.5,2002-08-20
HD,HD,43707610,HOME DEPOT INC,2002-09-19,EPS,6,0.4,0.01,2002-10-31,0.4,2002-11-19
HD,HD,43707610,HOME DEPOT INC,2002-10-17,EPS,6,0.4,0.01,2002-10-31,0.4,2002-11-19
HD,HD,43707610,HOME DEPOT INC,2002-11-14,EPS,6,0.4,0.01,2002-10-31,0.4,2002-11-19
HD,HD,43707610,HOME DEPOT INC,2002-12-19,EPS,6,0.31,0.01,2003-01-31,0.3,2003-02-25
HD,HD,43707610,HOME DEPOT INC,2003-01-16,EPS,6,0.27,0.01,2003-01-31,0.3,2003-02-25
HD,HD,43707610,HOME DEPOT INC,2003-02-20,EPS,6,0.27,0.01,2003-01-31,0.3,2003-02-25
HD,HD,43707610,HOME DEPOT INC,2003-03-20,EPS,6,0.36,0.02,2003-04-30,0.39,2003-05-20
HD,HD,43707610,HOME DEPOT INC,2003-04-17,EPS,6,0.36,0.02,2003-04-30,0.39,2003-05-20
HD,HD,43707610,HOME DEPOT INC,2003-05-15,EPS,6,0.37,0.02,2003-04-30,0.39,2003-05-20
HD,HD,43707610,HOME DEPOT INC,2003-06-19,EPS,6,0.54,0.03,2003-07-31,0.56,2003-08-19
HD,HD,43707610,HOME DEPOT INC,2003-07-17,EPS,6,0.54,0.02,2003-07-31,0.56,2003-08-19
HD,HD,43707610,HOME DEPOT INC,2003-08-14,EPS,6,0.54,0.02,2003-07-31,0.56,2003-08-19
HD,HD,43707610,HOME DEPOT INC,2003-09-18,EPS,6,0.45,0.01,2003-10-31,0.5,2003-11-18
HD,HD,43707610,HOME DEPOT INC,2003-10-16,EPS,6,0.46,0.01,2003-10-31,0.5,2003-11-18
HD,HD,43707610,HOME DEPOT INC,2003-11-20,EPS,6,0.37,0.01,2004-01-31,0.42,2004-02-24
HD,HD,43707610,HOME DEPOT INC,2003-12-18,EPS,6,0.37,0.01,2004-01-31,0.42,2004-02-24
HD,HD,43707610,HOME DEPOT INC,2004-01-15,EPS,6,0.37,0.01,2004-01-31,0.42,2004-02-24
HD,HD,43707610,HOME DEPOT INC,2004-02-19,EPS,6,0.39,0.01,2004-01-31,0.42,2004-02-24
HD,HD,43707610,HOME DEPOT INC,2004-03-18,EPS,6,0.43,0.02,2004-04-30,0.49,2004-05-18
HD,HD,43707610,HOME DEPOT INC,2004-04-15,EPS,6,0.43,0.01,2004-04-30,0.49,2004-05-18
HD,HD,43707610,HOME DEPOT INC,2004-05-20,EPS,6,0.64,0.01,2004-07-31,0.7,2004-08-17
HD,HD,43707610,HOME DEPOT INC,2004-06-17,EPS,6,0.64,0.01,2004-07-31,0.7,2004-08-17
HD,HD,43707610,HOME DEPOT INC,2004-07-15,EPS,6,0.64,0.01,2004-07-31,0.7,2004-08-17
HD,HD,43707610,HOME DEPOT INC,2004-08-19,EPS,6,0.56,0.01,2004-10-31,0.6,2004-11-16
HD,HD,43707610,HOME DEPOT INC,2004-09-16,EPS,6,0.56,0.01,2004-10-31,0.6,2004-11-16
HD,HD,43707610,HOME DEPOT INC,2004-10-14,EPS,6,0.56,0.01,2004-10-31,0.6,2004-11-16
HD,HD,43707610,HOME DEPOT INC,2004-11-18,EPS,6,0.47,0.01,2005-01-31,0.47,2005-02-22
HD,HD,43707610,HOME DEPOT INC,2004-12-16,EPS,6,0.48,0.02,2005-01-31,0.47,2005-02-22
HD,HD,43707610,HOME DEPOT INC,2005-01-20,EPS,6,0.47,0.01,2005-01-31,0.47,2005-02-22
HD,HD,43707610,HOME DEPOT INC,2005-02-17,EPS,6,0.47,0.01,2005-01-31,0.47,2005-02-22
HD,HD,43707610,HOME DEPOT INC,2005-03-17,EPS,6,0.56,0.01,2005-04-30,0.57,2005-05-17
HD,HD,43707610,HOME DEPOT INC,2005-04-14,EPS,6,0.56,0.01,2005-04-30,0.57,2005-05-17
HD,HD,43707610,HOME DEPOT INC,2005-05-19,EPS,6,0.79,0.01,2005-07-31,0.82,2005-08-16
HD,HD,43707610,HOME DEPOT INC,2005-06-16,EPS,6,0.79,0.01,2005-07-31,0.82,2005-08-16
HD,HD,43707610,HOME DEPOT INC,2005-07-14,EPS,6,0.79,0.01,2005-07-31,0.82,2005-08-16
HD,HD,43707610,HOME DEPOT INC,2005-08-18,EPS,6,0.68,0.01,2005-10-31,0.72,2005-11-15
HD,HD,43707610,HOME DEPOT INC,2005-09-15,EPS,6,0.68,0.01,2005-10-31,0.72,2005-11-15
HD,HD,43707610,HOME DEPOT INC,2005-10-20,EPS,6,0.68,0.01,2005-10-31,0.72,2005-11-15
HD,HD,43707610,HOME DEPOT INC,2005-11-17,EPS,6,0.56,0.01,2006-01-31,0.6,2006-02-21
HD,HD,43707610,HOME DEPOT INC,2005-12-15,EPS,6,0.56,0.01,2006-01-31,0.6,2006-02-21
HD,HD,43707610,HOME DEPOT INC,2006-01-19,EPS,6,0.56,0.01,2006-01-31,0.6,2006-02-21
HD,HD,43707610,HOME DEPOT INC,2006-02-16,EPS,6,0.56,0.01,2006-01-31,0.6,2006-02-21
HD,HD,43707610,HOME DEPOT INC,2006-03-16,EPS,6,0.67,0.01,2006-04-30,0.7,2006-05-16
HD,HD,43707610,HOME DEPOT INC,2006-04-20,EPS,6,0.67,0.01,2006-04-30,0.7,2006-05-16
HD,HD,43707610,HOME DEPOT INC,2006-05-18,EPS,6,0.93,0.02,2006-07-31,0.9,2006-08-15
HD,HD,43707610,HOME DEPOT INC,2006-06-15,EPS,6,0.93,0.02,2006-07-31,0.9,2006-08-15
HD,HD,43707610,HOME DEPOT INC,2006-07-20,EPS,6,0.93,0.02,2006-07-31,0.9,2006-08-15
HD,HD,43707610,HOME DEPOT INC,2006-08-17,EPS,6,0.77,0.02,2006-10-31,0.73,2006-11-14
HD,HD,43707610,HOME DEPOT INC,2006-09-14,EPS,6,0.77,0.02,2006-10-31,0.73,2006-11-14
HD,HD,43707610,HOME DEPOT INC,2006-10-19,EPS,6,0.76,0.02,2006-10-31,0.73,2006-11-14
HD,HD,43707610,HOME DEPOT INC,2006-11-16,EPS,6,0.52,0.02,2007-01-31,0.5,2007-02-20
HD,HD,43707610,HOME DEPOT INC,2006-12-14,EPS,6,0.51,0.01,2007-01-31,0.5,2007-02-20
HD,HD,43707610,HOME DEPOT INC,2007-01-18,EPS,6,0.51,0.01,2007-01-31,0.5,2007-02-20
HD,HD,43707610,HOME DEPOT INC,2007-02-15,EPS,6,0.5,0.04,2007-01-31,0.5,2007-02-20
HD,HD,43707610,HOME DEPOT INC,2007-03-15,EPS,6,0.59,0.03,2007-04-30,0.48,2007-05-15
HD,HD,43707610,HOME DEPOT INC,2007-04-19,EPS,6,0.59,0.03,2007-04-30,0.48,2007-05-15
HD,HD,43707610,HOME DEPOT INC,2007-05-17,EPS,6,0.82,0.03,2007-07-31,0.77,2007-08-14
HD,HD,43707610,HOME DEPOT INC,2007-06-14,EPS,6,0.82,0.03,2007-07-31,0.77,2007-08-14
HD,HD,43707610,HOME DEPOT INC,2007-07-19,EPS,6,0.75,0.05,2007-07-31,0.77,2007-08-14
HD,HD,43707610,HOME DEPOT INC,2007-08-16,EPS,6,0.62,0.03,2007-10-31,0.59,2007-11-13
HD,HD,43707610,HOME DEPOT INC,2007-09-20,EPS,6,0.61,0.03,2007-10-31,0.59,2007-11-13
HD,HD,43707610,HOME DEPOT INC,2007-10-18,EPS,6,0.62,0.03,2007-10-31,0.59,2007-11-13
HD,HD,43707610,HOME DEPOT INC,2007-11-15,EPS,6,0.47,0.02,2008-01-31,0.4,2008-02-26
HD,HD,43707610,HOME DEPOT INC,2007-12-20,EPS,6,0.47,0.02,2008-01-31,0.4,2008-02-26
HD,HD,43707610,HOME DEPOT INC,2008-01-17,EPS,6,0.46,0.04,2008-01-31,0.4,2008-02-26
HD,HD,43707610,HOME DEPOT INC,2008-02-14,EPS,6,0.44,0.03,2008-01-31,0.4,2008-02-26
HD,HD,43707610,HOME DEPOT INC,2008-03-20,EPS,6,0.38,0.03,2008-04-30,0.41,2008-05-20
HD,HD,43707610,HOME DEPOT INC,2008-04-17,EPS,6,0.38,0.03,2008-04-30,0.41,2008-05-20
HD,HD,43707610,HOME DEPOT INC,2008-05-15,EPS,6,0.37,0.02,2008-04-30,0.41,2008-05-20
HD,HD,43707610,HOME DEPOT INC,2008-06-19,EPS,6,0.61,0.02,2008-07-31,0.71,2008-08-19
HD,HD,43707610,HOME DEPOT INC,2008-07-17,EPS,6,0.61,0.02,2008-07-31,0.71,2008-08-19
HD,HD,43707610,HOME DEPOT INC,2008-08-14,EPS,6,0.61,0.02,2008-07-31,0.71,2008-08-19
HD,HD,43707610,HOME DEPOT INC,2008-09-18,EPS,6,0.4,0.02,2008-10-31,0.45,2008-11-18
HD,HD,43707610,HOME DEPOT INC,2008-10-16,EPS,6,0.39,0.02,2008-10-31,0.45,2008-11-18
HD,HD,43707610,HOME DEPOT INC,2008-11-20,EPS,6,0.16,0.02,2009-01-31,0.19,2009-02-24
HD,HD,43707610,HOME DEPOT INC,2008-12-18,EPS,6,0.16,0.01,2009-01-31,0.19,2009-02-24
HD,HD,43707610,HOME DEPOT INC,2009-01-15,EPS,6,0.16,0.01,2009-01-31,0.19,2009-02-24
HD,HD,43707610,HOME DEPOT INC,2009-02-19,EPS,6,0.15,0.01,2009-01-31,0.19,2009-02-24
HD,HD,43707610,HOME DEPOT INC,2009-03-19,EPS,6,0.27,0.04,2009-04-30,0.35,2009-05-19
HD,HD,43707610,HOME DEPOT INC,2009-04-16,EPS,6,0.28,0.03,2009-04-30,0.35,2009-05-19
HD,HD,43707610,HOME DEPOT INC,2009-05-14,EPS,6,0.28,0.02,2009-04-30,0.35,2009-05-19
HD,HD,43707610,HOME DEPOT INC,2009-06-18,EPS,6,0.58,0.04,2009-07-31,0.64,2009-08-18
HD,HD,43707610,HOME DEPOT INC,2009-07-16,EPS,6,0.58,0.04,2009-07-31,0.64,2009-08-18
HD,HD,43707610,HOME DEPOT INC,2009-08-20,EPS,6,0.35,0.03,2009-10-31,0.41,2009-11-17
HD,HD,43707610,HOME DEPOT INC,2009-09-17,EPS,6,0.35,0.02,2009-10-31,0.41,2009-11-17
HD,HD,43707610,HOME DEPOT INC,2009-10-15,EPS,6,0.35,0.02,2009-10-31,0.41,2009-11-17
HD,HD,43707610,HOME DEPOT INC,2009-11-19,EPS,6,0.15,0.02,2010-01-31,0.24,2010-02-23
HD,HD,43707610,HOME DEPOT INC,2009-12-17,EPS,6,0.15,0.02,2010-01-31,0.24,2010-02-23
HD,HD,43707610,HOME DEPOT INC,2010-01-14,EPS,6,0.16,0.02,2010-01-31,0.24,2010-02-23
HD,HD,43707610,HOME DEPOT INC,2010-02-18,EPS,6,0.16,0.02,2010-01-31,0.24,2010-02-23
HD,HD,43707610,HOME DEPOT INC,2010-03-18,EPS,6,0.38,0.01,2010-04-30,0.45,2010-05-18
HD,HD,43707610,HOME DEPOT INC,2010-04-15,EPS,6,0.38,0.01,2010-04-30,0.45,2010-05-18
HD,HD,43707610,HOME DEPOT INC,2010-05-20,EPS,6,0.72,0.02,2010-07-31,0.72,2010-08-17
HD,HD,43707610,HOME DEPOT INC,2010-06-17,EPS,6,0.72,0.01,2010-07-31,0.72,2010-08-17
HD,HD,43707610,HOME DEPOT INC,2010-07-15,EPS,6,0.71,0.02,2010-07-31,0.72,2010-08-17
HD,HD,43707610,HOME DEPOT INC,2010-08-19,EPS,6,0.48,0.01,2010-10-31,0.51,2010-11-16
HD,HD,43707610,HOME DEPOT INC,2010-09-16,EPS,6,0.48,0.01,2010-10-31,0.51,2010-11-16
HD,HD,43707610,HOME DEPOT INC,2010-10-14,EPS,6,0.48,0.01,2010-10-31,0.51,2010-11-16
HD,HD,43707610,HOME DEPOT INC,2010-11-18,EPS,6,0.27,0.02,2011-01-31,0.36,2011-02-22
HD,HD,43707610,HOME DEPOT INC,2010-12-16,EPS,6,0.3,0.02,2011-01-31,0.36,2011-02-22
HD,HD,43707610,HOME DEPOT INC,2011-01-20,EPS,6,0.3,0.02,2011-01-31,0.36,2011-02-22
HD,HD,43707610,HOME DEPOT INC,2011-02-17,EPS,6,0.3,0.02,2011-01-31,0.36,2011-02-22
HD,HD,43707610,HOME DEPOT INC,2011-03-17,EPS,6,0.49,0.01,2011-04-30,0.5,2011-05-17
HD,HD,43707610,HOME DEPOT INC,2011-04-14,EPS,6,0.5,0.02,2011-04-30,0.5,2011-05-17
HD,HD,43707610,HOME DEPOT INC,2011-05-19,EPS,6,0.83,0.02,2011-07-31,0.86,2011-08-16
HD,HD,43707610,HOME DEPOT INC,2011-06-16,EPS,6,0.83,0.02,2011-07-31,0.86,2011-08-16
HD,HD,43707610,HOME DEPOT INC,2011-07-14,EPS,6,0.83,0.02,2011-07-31,0.86,2011-08-16
HD,HD,43707610,HOME DEPOT INC,2011-08-18,EPS,6,0.58,0.02,2011-10-31,0.6,2011-11-15
HD,HD,43707610,HOME DEPOT INC,2011-09-15,EPS,6,0.58,0.02,2011-10-31,0.6,2011-11-15
HD,HD,43707610,HOME DEPOT INC,2011-10-20,EPS,6,0.58,0.01,2011-10-31,0.6,2011-11-15
HD,HD,43707610,HOME DEPOT INC,2011-11-17,EPS,6,0.41,0.01,2012-01-31,0.5,2012-02-21
HD,HD,43707610,HOME DEPOT INC,2011-12-15,EPS,6,0.41,0.01,2012-01-31,0.5,2012-02-21
HD,HD,43707610,HOME DEPOT INC,2012-01-19,EPS,6,0.41,0.01,2012-01-31,0.5,2012-02-21
HD,HD,43707610,HOME DEPOT INC,2012-02-16,EPS,6,0.42,0.02,2012-01-31,0.5,2012-02-21
HD,HD,43707610,HOME DEPOT INC,2012-03-15,EPS,6,0.61,0.02,2012-04-30,0.65,2012-05-15
HD,HD,43707610,HOME DEPOT INC,2012-04-19,EPS,6,0.62,0.02,2012-04-30,0.65,2012-05-15
HD,HD,43707610,HOME DEPOT INC,2012-05-17,EPS,6,0.97,0.02,2012-07-31,1.01,2012-08-14
HD,HD,43707610,HOME DEPOT INC,2012-06-14,EPS,6,0.97,0.02,2012-07-31,1.01,2012-08-14
HD,HD,43707610,HOME DEPOT INC,2012-07-19,EPS,6,0.97,0.02,2012-07-31,1.01,2012-08-14
HD,HD,43707610,HOME DEPOT INC,2012-08-16,EPS,6,0.69,0.01,2012-10-31,0.74,2012-11-13
HD,HD,43707610,HOME DEPOT INC,2012-09-20,EPS,6,0.7,0.01,2012-10-31,0.74,2012-11-13
HD,HD,43707610,HOME DEPOT INC,2012-10-18,EPS,6,0.7,0.01,2012-10-31,0.74,2012-11-13
HD,HD,43707610,HOME DEPOT INC,2012-11-15,EPS,6,0.63,0.02,2013-01-31,0.67,2013-02-26
HD,HD,43707610,HOME DEPOT INC,2012-12-20,EPS,6,0.64,0.02,2013-01-31,0.67,2013-02-26
HD,HD,43707610,HOME DEPOT INC,2013-01-17,EPS,6,0.64,0.02,2013-01-31,0.67,2013-02-26
HD,HD,43707610,HOME DEPOT INC,2013-02-14,EPS,6,0.64,0.02,2013-01-31,0.67,2013-02-26
HD,HD,43707610,HOME DEPOT INC,2013-03-14,EPS,6,0.75,0.03,2013-04-30,0.83,2013-05-21
HD,HD,43707610,HOME DEPOT INC,2013-04-18,EPS,6,0.76,0.03,2013-04-30,0.83,2013-05-21
HD,HD,43707610,HOME DEPOT INC,2013-05-16,EPS,6,0.77,0.02,2013-04-30,0.83,2013-05-21
HD,HD,43707610,HOME DEPOT INC,2013-06-20,EPS,6,1.2,0.03,2013-07-31,1.24,2013-08-20
HD,HD,43707610,HOME DEPOT INC,2013-07-18,EPS,6,1.2,0.03,2013-07-31,1.24,2013-08-20
HD,HD,43707610,HOME DEPOT INC,2013-08-15,EPS,6,1.21,0.03,2013-07-31,1.24,2013-08-20
HD,HD,43707610,HOME DEPOT INC,2013-09-19,EPS,6,0.89,0.02,2013-10-31,0.95,2013-11-19
HD,HD,43707610,HOME DEPOT INC,2013-10-17,EPS,6,0.89,0.02,2013-10-31,0.95,2013-11-19
HD,HD,43707610,HOME DEPOT INC,2013-11-14,EPS,6,0.89,0.02,2013-10-31,0.95,2013-11-19
HD,HD,43707610,HOME DEPOT INC,2013-12-19,EPS,6,0.72,0.03,2014-01-31,0.73,2014-02-25
HD,HD,43707610,HOME DEPOT INC,2014-01-16,EPS,6,0.72,0.02,2014-01-31,0.73,2014-02-25
HD,HD,43707610,HOME DEPOT INC,2014-02-20,EPS,6,0.71,0.02,2014-01-31,0.73,2014-02-25
HD,HD,43707610,HOME DEPOT INC,2014-03-20,EPS,6,1.01,0.02,2014-04-30,0.96,2014-05-20
HD,HD,43707610,HOME DEPOT INC,2014-04-17,EPS,6,1,0.02,2014-04-30,0.96,2014-05-20
HD,HD,43707610,HOME DEPOT INC,2014-05-15,EPS,6,0.99,0.01,2014-04-30,0.96,2014-05-20
HD,HD,43707610,HOME DEPOT INC,2014-06-19,EPS,6,1.45,0.02,2014-07-31,1.52,2014-08-19
HD,HD,43707610,HOME DEPOT INC,2014-07-17,EPS,6,1.45,0.02,2014-07-31,1.52,2014-08-19
HD,HD,43707610,HOME DEPOT INC,2014-08-14,EPS,6,1.45,0.02,2014-07-31,1.52,2014-08-19
HD,HD,43707610,HOME DEPOT INC,2014-09-18,EPS,6,1.12,0.02,2014-10-31,1.11,2014-11-18
HD,HD,43707610,HOME DEPOT INC,2014-10-16,EPS,6,1.13,0.02,2014-10-31,1.11,2014-11-18
HD,HD,43707610,HOME DEPOT INC,2014-11-20,EPS,6,0.89,0.01,2015-01-31,1,2015-02-24
HD,HD,43707610,HOME DEPOT INC,2014-12-18,EPS,6,0.89,0.01,2015-01-31,1,2015-02-24
HD,HD,43707610,HOME DEPOT INC,2015-01-15,EPS,6,0.89,0.01,2015-01-31,1,2015-02-24
HD,HD,43707610,HOME DEPOT INC,2015-02-19,EPS,6,0.89,0.01,2015-01-31,1,2015-02-24
HD,HD,43707610,HOME DEPOT,2015-03-19,EPS,6,1.14,0.02,2015-04-30,1.16,2015-05-19
HD,HD,43707610,HOME DEPOT,2015-04-16,EPS,6,1.14,0.02,2015-04-30,1.16,2015-05-19
HD,HD,43707610,HOME DEPOT,2015-05-14,EPS,6,1.15,0.02,2015-04-30,1.16,2015-05-19
HD,HD,43707610,HOME DEPOT,2015-06-18,EPS,6,1.71,0.02,2015-07-31,1.71,2015-08-18
HD,HD,43707610,HOME DEPOT,2015-07-16,EPS,6,1.71,0.02,2015-07-31,1.71,2015-08-18
HD,HD,43707610,HOME DEPOT,2015-08-20,EPS,6,1.32,0.02,2015-10-31,1.36,2015-11-17
HD,HD,43707610,HOME DEPOT,2015-09-17,EPS,6,1.32,0.02,2015-10-31,1.36,2015-11-17
HD,HD,43707610,HOME DEPOT,2015-10-15,EPS,6,1.32,0.02,2015-10-31,1.36,2015-11-17
HD,HD,43707610,HOME DEPOT,2015-11-19,EPS,6,1.1,0.02,2016-01-31,1.17,2016-02-23
HD,HD,43707610,HOME DEPOT,2015-12-17,EPS,6,1.1,0.02,2016-01-31,1.17,2016-02-23
HD,HD,43707610,HOME DEPOT,2016-01-14,EPS,6,1.1,0.02,2016-01-31,1.17,2016-02-23
HD,HD,43707610,HOME DEPOT,2016-02-18,EPS,6,1.1,0.02,2016-01-31,1.17,2016-02-23
HD,HD,43707610,HOME DEPOT,2016-03-17,EPS,6,1.33,0.02,2016-04-30,1.44,2016-05-17
HD,HD,43707610,HOME DEPOT,2016-04-14,EPS,6,1.33,0.02,2016-04-30,1.44,2016-05-17
HD,HD,43707610,HOME DEPOT,2016-05-19,EPS,6,1.96,0.03,2016-07-31,1.97,2016-08-16
HD,HD,43707610,HOME DEPOT,2016-06-16,EPS,6,1.97,0.04,2016-07-31,1.97,2016-08-16
HD,HD,43707610,HOME DEPOT,2016-07-14,EPS,6,1.97,0.04,2016-07-31,1.97,2016-08-16
HD,HD,43707610,HOME DEPOT,2016-08-18,EPS,6,1.58,0.02,2016-10-31,1.6,2016-11-15
HD,HD,43707610,HOME DEPOT,2016-09-15,EPS,6,1.58,0.02,2016-10-31,1.6,2016-11-15
HD,HD,43707610,HOME DEPOT,2016-10-20,EPS,6,1.58,0.02,2016-10-31,1.6,2016-11-15
HD,HD,43707610,HOME DEPOT,2016-11-17,EPS,6,1.33,0.02,2017-01-31,1.44,2017-02-21
HD,HD,43707610,HOME DEPOT,2016-12-15,EPS,6,1.33,0.02,2017-01-31,1.44,2017-02-21
HD,HD,43707610,HOME DEPOT,2017-01-19,EPS,6,1.33,0.02,2017-01-31,1.44,2017-02-21
HD,HD,43707610,HOME DEPOT,2017-02-16,EPS,6,1.33,0.02,2017-01-31,1.44,2017-02-21
HD,HD,43707610,HOME DEPOT,2017-03-16,EPS,6,1.6,0.02,2017-04-30,1.67,2017-05-16
HD,HD,43707610,HOME DEPOT,2017-04-20,EPS,6,1.6,0.02,2017-04-30,1.67,2017-05-16
HD,HD,43707610,HOME DEPOT,2017-05-18,EPS,6,2.21,0.02,2017-07-31,2.25,2017-08-15
HD,HD,43707610,HOME DEPOT,2017-06-15,EPS,6,2.21,0.02,2017-07-31,2.25,2017-08-15
HD,HD,43707610,HOME DEPOT,2017-07-20,EPS,6,2.21,0.02,2017-07-31,2.25,2017-08-15
HD,HD,43707610,HOME DEPOT,2017-08-17,EPS,6,1.8,0.02,2017-10-31,1.87,2017-11-14
HD,HD,43707610,HOME DEPOT,2017-09-14,EPS,6,1.81,0.02,2017-10-31,1.87,2017-11-14
HD,HD,43707610,HOME DEPOT,2017-10-19,EPS,6,1.81,0.02,2017-10-31,1.87,2017-11-14
HD,HD,43707610,HOME DEPOT,2017-11-16,EPS,6,1.62,0.02,2018-01-31,1.69,2018-02-20
HD,HD,43707610,HOME DEPOT,2017-12-14,EPS,6,1.62,0.02,2018-01-31,1.69,2018-02-20
HD,HD,43707610,HOME DEPOT,2018-01-18,EPS,6,1.63,0.04,2018-01-31,1.69,2018-02-20
HD,HD,43707610,HOME DEPOT,2018-02-15,EPS,6,1.62,0.09,2018-01-31,1.69,2018-02-20
HD,HD,43707610,HOME DEPOT,2018-03-15,EPS,6,2.08,0.03,2018-04-30,2.08,2018-05-15
HD,HD,43707610,HOME DEPOT,2018-04-19,EPS,6,2.07,0.03,2018-04-30,2.08,2018-05-15
HD,HD,43707610,HOME DEPOT,2018-05-17,EPS,6,2.84,0.04,2018-07-31,3.05,2018-08-14
HD,HD,43707610,HOME DEPOT,2018-06-14,EPS,6,2.84,0.04,2018-07-31,3.05,2018-08-14
HD,HD,43707610,HOME DEPOT,2018-07-19,EPS,6,2.84,0.04,2018-07-31,3.05,2018-08-14
HD,HD,43707610,HOME DEPOT,2018-08-16,EPS,6,2.28,0.05,2018-10-31,2.51,2018-11-13
HD,HD,43707610,HOME DEPOT,2018-09-20,EPS,6,2.27,0.05,2018-10-31,2.51,2018-11-13
HD,HD,43707610,HOME DEPOT,2018-10-18,EPS,6,2.27,0.05,2018-10-31,2.51,2018-11-13
HD,HD,43707610,HOME DEPOT,2018-11-15,EPS,6,2.17,0.05,2019-01-31,2.25,2019-02-26
HD,HD,43707610,HOME DEPOT,2018-12-20,EPS,6,2.16,0.05,2019-01-31,2.25,2019-02-26
HD,HD,43707610,HOME DEPOT,2019-01-17,EPS,6,2.16,0.05,2019-01-31,2.25,2019-02-26
HD,HD,43707610,HOME DEPOT,2019-02-14,EPS,6,2.16,0.04,2019-01-31,2.25,2019-02-26
HD,HD,43707610,HOME DEPOT,2019-03-14,EPS,6,2.2,0.07,2019-04-30,2.27,2019-05-21
HD,HD,43707610,HOME DEPOT,2019-04-18,EPS,6,2.19,0.07,2019-04-30,2.27,2019-05-21
HD,HD,43707610,HOME DEPOT,2019-05-16,EPS,6,2.18,0.07,2019-04-30,2.27,2019-05-21
HD,HD,43707610,HOME DEPOT,2019-06-20,EPS,6,3.09,0.05,2019-07-31,3.17,2019-08-20
HD,HD,43707610,HOME DEPOT,2019-07-18,EPS,6,3.09,0.05,2019-07-31,3.17,2019-08-20
HD,HD,43707610,HOME DEPOT,2019-08-15,EPS,6,3.09,0.05,2019-07-31,3.17,2019-08-20
HD,HD,43707610,HOME DEPOT,2019-09-19,EPS,6,2.52,0.03,2019-10-31,2.53,2019-11-19
HD,HD,43707610,HOME DEPOT,2019-10-17,EPS,6,2.53,0.03,2019-10-31,2.53,2019-11-19
HD,HD,43707610,HOME DEPOT,2019-11-14,EPS,6,2.52,0.03,2019-10-31,2.53,2019-11-19
HD,HD,43707610,HOME DEPOT,2019-12-19,EPS,6,2.1,0.04,2020-01-31,2.28,2020-02-25
HD,HD,43707610,HOME DEPOT,2020-01-16,EPS,6,2.1,0.04,2020-01-31,2.28,2020-02-25
HD,HD,43707610,HOME DEPOT,2020-02-20,EPS,6,2.1,0.04,2020-01-31,2.28,2020-02-25
HD,HD,43707610,HOME DEPOT,2020-03-19,EPS,6,2.31,0.2,2020-04-30,2.08,2020-05-19
HD,HD,43707610,HOME DEPOT,2020-04-16,EPS,6,2.27,0.12,2020-04-30,2.08,2020-05-19
HD,HD,43707610,HOME DEPOT,2020-05-14,EPS,6,2.27,0.11,2020-04-30,2.08,2020-05-19
HD,HD,43707610,HOME DEPOT,2020-06-18,EPS,6,3.26,0.19,2020-07-31,4.02,2020-08-18
HD,HD,43707610,HOME DEPOT,2020-07-16,EPS,6,3.3,0.19,2020-07-31,4.02,2020-08-18
HD,HD,43707610,HOME DEPOT,2020-08-20,EPS,6,2.9,0.19,2020-10-31,3.18,2020-11-17
HD,HD,43707610,HOME DEPOT,2020-09-17,EPS,6,2.95,0.12,2020-10-31,3.18,2020-11-17
HD,HD,43707610,HOME DEPOT,2020-10-15,EPS,6,2.96,0.13,2020-10-31,3.18,2020-11-17
HD,HD,43707610,HOME DEPOT,2020-11-19,EPS,6,2.54,0.15,2021-01-31,2.65,2021-02-23
HD,HD,43707610,HOME DEPOT,2020-12-17,EPS,6,2.56,0.15,2021-01-31,2.65,2021-02-23
HD,HD,43707610,HOME DEPOT,2021-01-14,EPS,6,2.55,0.15,2021-01-31,2.65,2021-02-23
HD,HD,43707610,HOME DEPOT,2021-02-18,EPS,6,2.6,0.16,2021-01-31,2.65,2021-02-23
HD,HD,43707610,HOME DEPOT,2021-03-18,EPS,6,2.95,0.26,2021-04-30,3.86,2021-05-18
HD,HD,43707610,HOME DEPOT,2021-04-15,EPS,6,2.96,0.26,2021-04-30,3.86,2021-05-18
HD,HD,43707610,HOME DEPOT,2021-05-20,EPS,6,4.39,0.16,2021-07-31,4.53,2021-08-17
HD,HD,43707610,HOME DEPOT,2021-06-17,EPS,6,4.39,0.15,2021-07-31,4.53,2021-08-17
HD,HD,43707610,HOME DEPOT,2021-07-15,EPS,6,4.39,0.16,2021-07-31,4.53,2021-08-17
HD,HD,43707610,HOME DEPOT,2021-08-19,EPS,6,3.34,0.1,2021-10-31,3.92,2021-11-16
