costat,curcdq,datafmt,indfmt,consol,tic,datadate,gvkey,conm,cusip,sic,fqtr,fyearq,rdq,atq,ceqq,cshoq,epspxq,ltq,niq,saleq,prclq
A,USD,STD,INDL,C,IBM,2006-09-30,006066,INTL BUSINESS MACHINES CORP,459200101,7370,3,2006,2006-10-17,104155.0000,34248.0000,1506.3520,1.4700,69907.0000,2222.0000,22617.0000,72.730000000000
A,USD,STD,INDL,C,IBM,2006-12-31,006066,INTL BUSINESS MACHINES CORP,459200101,7370,4,2006,2007-01-18,103234.0000,28506.0000,1506.4830,2.3000,74728.0000,3540.0000,26258.0000,81.560000000000
A,USD,STD,INDL,C,IBM,2007-03-31,006066,INTL BUSINESS MACHINES CORP,459200101,7370,1,2007,2007-04-17,101619.0000,27809.0000,1484.8270,1.2300,73810.0000,1844.0000,22029.0000,88.770000000000
A,USD,STD,INDL,C,IBM,2008-03-31,006066,INTL BUSINESS MACHINES CORP,459200101,7370,1,2008,2008-04-16,121823.0000,28728.0000,1373.4790,1.6700,93095.0000,2319.0000,24502.0000,97.040000000000
A,USD,STD,INDL,C,IBM,2008-06-30,006066,INTL BUSINESS MACHINES CORP,459200101,7370,2,2008,2008-07-17,120928.0000,28265.0000,1354.8400,2.0100,92663.0000,2765.0000,26820.0000,113.860000000000
A,USD,STD,INDL,C,IBM,2008-09-30,006066,INTL BUSINESS MACHINES CORP,459200101,7370,3,2008,2008-10-09,115910.0000,27519.0000,1343.4580,2.0900,88391.0000,2823.0000,25301.0000,109.950000000000
A,USD,STD,INDL,C,IBM,2009-09-30,006066,INTL BUSINESS MACHINES CORP,459200101,7370,3,2009,2009-10-15,103675.0000,18396.0000,1313.6030,2.4400,85181.0000,3214.0000,23566.0000,99.500000000000
A,USD,STD,INDL,C,IBM,2009-12-31,006066,INTL BUSINESS MACHINES CORP,459200101,7370,4,2009,2010-01-19,109022.0000,22637.0000,1305.3370,3.6500,86267.0000,4813.0000,27230.0000,117.260000000000
A,USD,STD,INDL,C,IBM,2010-03-31,006066,INTL BUSINESS MACHINES CORP,459200101,7370,1,2010,2010-04-19,105208.0000,22033.0000,1282.3470,2.0000,83059.0000,2601.0000,22857.0000,121.610000000000
A,USD,STD,INDL,C,IBM,2011-03-31,006066,INTL BUSINESS MACHINES CORP,459200101,7370,1,2011,2011-04-19,112960.0000,22671.0000,1211.2010,2.3400,90184.0000,2863.0000,24607.0000,146.640000000000
A,USD,STD,INDL,C,IBM,2011-06-30,006066,INTL BUSINESS MACHINES CORP,459200101,7370,2,2011,2011-07-18,113474.0000,23127.0000,1194.2790,3.0400,90264.0000,3663.0000,26666.0000,161.520000000000
A,USD,STD,INDL,C,IBM,2011-09-30,006066,INTL BUSINESS MACHINES CORP,459200101,7370,3,2011,2011-10-17,110158.0000,22291.0000,1178.6180,3.2300,87780.0000,3839.0000,26157.0000,157.130000000000
A,USD,STD,INDL,C,IBM,2012-09-30,006066,INTL BUSINESS MACHINES CORP,459200101,7370,3,2012,2012-10-16,115778.0000,21541.0000,1129.9330,3.3600,94112.0000,3823.0000,24747.0000,181.850000000000
A,USD,STD,INDL,C,IBM,2012-12-31,006066,INTL BUSINESS MACHINES CORP,459200101,7370,4,2012,2013-01-22,119213.0000,18860.0000,1117.3680,5.1900,100229.0000,5833.0000,29304.0000,184.780000000000
A,USD,STD,INDL,C,IBM,2013-09-30,006066,INTL BUSINESS MACHINES CORP,459200101,7370,3,2013,2013-10-16,117845.0000,19877.0000,1085.8540,3.7900,97837.0000,4041.0000,23338.0000,181.100000000000
A,USD,STD,INDL,C,IBM,2013-12-31,006066,INTL BUSINESS MACHINES CORP,459200101,7370,4,2013,2014-01-21,126223.0000,22792.0000,1054.3910,5.8000,103294.0000,6184.0000,27386.0000,172.570000000000
A,USD,STD,INDL,C,JNJ,1999-12-31,006266,JOHNSON & JOHNSON,478160104,2834,4,1999,2000-01-25,29163.0000,16213.0000,1389.6830,0.5400,12950.0000,754.0000,6877.0000,90.125000000000
A,USD,STD,INDL,C,JNJ,2000-03-31,006266,JOHNSON & JOHNSON,478160104,2834,1,2000,2000-04-18,29963.0000,17150.0000,1390.3250,0.8600,12813.0000,1331.0000,7440.0000,66.125000000000
A,USD,STD,INDL,C,JNJ,2000-06-30,006266,JOHNSON & JOHNSON,478160104,2834,2,2000,2000-07-18,30305.0000,17979.0000,1391.0690,0.9200,12326.0000,1363.0000,7670.0000,70.000000000000
A,USD,STD,INDL,C,JNJ,2000-09-30,006266,JOHNSON & JOHNSON,478160104,2834,3,2000,2000-10-17,30784.0000,18486.0000,1390.3560,0.8800,12298.0000,1323.0000,7438.0000,90.250000000000
A,USD,STD,INDL,C,JNJ,2000-12-31,006266,JOHNSON & JOHNSON,478160104,2834,4,2000,2001-01-23,31321.0000,18808.0000,1390.9370,0.6300,12513.0000,936.0000,7298.0000,89.187500000000
A,USD,STD,INDL,C,JNJ,2001-03-31,006266,JOHNSON & JOHNSON,478160104,2834,1,2001,2001-04-17,31875.0000,20092.0000,1396.9390,1.0000,11783.0000,1552.0000,7855.0000,80.500000000000
A,USD,STD,INDL,C,JNJ,2003-06-30,006266,JOHNSON & JOHNSON,478160104,2834,2,2003,2003-07-15,45653.0000,24437.0000,2968.8910,0.4000,21216.0000,1211.0000,10333.0000,50.750000000000
A,USD,STD,INDL,C,JNJ,2003-09-30,006266,JOHNSON & JOHNSON,478160104,2834,3,2003,2003-10-14,46659.0000,25738.0000,2967.9750,0.7000,20921.0000,2071.0000,10454.0000,49.000000000000
A,USD,STD,INDL,C,JNJ,2003-12-31,006266,JOHNSON & JOHNSON,478160104,2834,4,2003,2004-01-20,48263.0000,26869.0000,2967.9730,0.6200,21394.0000,1845.0000,11254.0000,48.050000000000
A,USD,STD,INDL,C,JNJ,2004-03-31,006266,JOHNSON & JOHNSON,478160104,2834,1,2004,2004-04-13,48868.0000,28494.0000,2967.5560,0.8400,20374.0000,2493.0000,11559.0000,49.250000000000
A,USD,STD,INDL,C,NEE,2023-09-30,004517,NEXTERA ENERGY INC,65339F101,4911,3,2023,2023-10-24,171674.0000,47095.0000,2051.7080,0.6000,115106.0000,1219.0000,7171.0000,56.980000000000
A,USD,STD,INDL,C,NEE,2023-12-31,004517,NEXTERA ENERGY INC,65339F101,4911,4,2023,2024-01-25,177489.0000,47468.0000,2052.0000,0.5900,118465.0000,1210.0000,6878.0000,47.145000000000
A,USD,STD,INDL,C,HD,1999-01-31,005680,HOME DEPOT INC,437076102,5211,4,1998,1999-02-23,13465.0000,8740.0000,1475.4520,0.2800,4716.0000,418.0000,7258.0000,43.125000000000
A,USD,STD,INDL,C,HD,1999-04-30,005680,HOME DEPOT INC,437076102,5211,1,1999,1999-05-18,15199.0000,9329.0000,1479.4910,0.3300,5858.0000,489.0000,8952.0000,53.812500000000
A,USD,STD,INDL,C,HD,1999-07-31,005680,HOME DEPOT INC,437076102,5211,2,1999,1999-08-17,15709.0000,10020.0000,1482.8790,0.4600,5678.0000,680.0000,10431.0000,55.125000000000
A,USD,STD,INDL,C,HD,2002-10-31,005680,HOME DEPOT INC,437076102,5211,3,2002,2002-11-19,31347.0000,20119.0000,2328.0000,0.4000,11228.0000,940.0000,14475.0000,23.180000000000
A,USD,STD,INDL,C,HD,2003-01-31,005680,HOME DEPOT INC,437076102,5211,4,2002,2003-02-25,30011.0000,19802.0000,2293.0000,0.3000,10209.0000,686.0000,13213.0000,20.100000000000
A,USD,STD,INDL,C,HD,2003-04-30,005680,HOME DEPOT INC,437076102,5211,1,2003,2003-05-20,33747.0000,20678.0000,2294.0000,0.4000,13069.0000,907.0000,15104.0000,20.180000000000
A,USD,STD,INDL,C,HD,2003-07-31,005680,HOME DEPOT INC,437076102,5211,2,2003,2003-08-19,34612.0000,21933.0000,2296.0000,0.5700,12679.0000,1299.0000,17989.0000,27.350000000000
A,USD,STD,INDL,C,HD,2003-10-31,005680,HOME DEPOT INC,437076102,5211,3,2003,2003-11-18,35374.0000,22261.0000,2273.0000,0.5000,13113.0000,1147.0000,16598.0000,30.100000000000
A,USD,STD,INDL,C,HD,2005-04-30,005680,HOME DEPOT INC,437076102,5211,1,2005,2005-05-17,41957.0000,23821.0000,2151.0000,0.5800,18136.0000,1247.0000,18973.0000,34.560000000000
A,USD,STD,INDL,C,HD,2005-07-31,005680,HOME DEPOT INC,437076102,5211,2,2005,2005-08-16,42689.0000,25139.0000,2143.0000,0.8300,17550.0000,1768.0000,22305.0000,35.540000000000
A,USD,STD,INDL,C,HD,2005-10-31,005680,HOME DEPOT INC,437076102,5211,3,2005,2005-11-15,44670.0000,25792.0000,2124.0000,0.7200,18878.0000,1538.0000,20744.0000,37.144000000000
A,USD,STD,INDL,C,HD,2006-01-31,005680,HOME DEPOT INC,437076102,5211,4,2005,2006-02-21,44482.0000,26909.0000,2124.0000,0.6100,17573.0000,1285.0000,19489.0000,39.650000000000
A,USD,STD,INDL,C,HD,2008-07-31,005680,HOME DEPOT INC,437076102,5211,2,2008,2008-08-19,45099.0000,18649.0000,1699.0000,0.7200,26450.0000,1202.0000,20990.0000,20.760000000000
A,USD,STD,INDL,C,HD,2008-10-31,005680,HOME DEPOT INC,437076102,5211,3,2008,2008-11-18,44162.0000,18396.0000,1695.0000,0.4500,25766.0000,756.0000,17784.0000,17.050000000000
A,USD,STD,INDL,C,HD,2009-01-31,005680,HOME DEPOT INC,437076102,5211,4,2008,2009-02-24,41164.0000,17777.0000,1696.0000,0.0000,23387.0000,-54.0000,14607.0000,17.460000000000
A,USD,STD,INDL,C,HD,2009-04-30,005680,HOME DEPOT INC,437076102,5211,1,2009,2009-05-19,43767.0000,17994.0000,1703.0000,0.3100,25773.0000,514.0000,15954.0000,17.490000000000
A,USD,STD,INDL,C,HD,2011-07-31,005680,HOME DEPOT INC,437076102,5211,2,2011,2011-08-16,42277.0000,18233.0000,1569.0000,0.8700,24044.0000,1363.0000,20232.0000,33.410000000000
A,USD,STD,INDL,C,HD,2011-10-31,005680,HOME DEPOT INC,437076102,5211,3,2011,2011-11-15,41499.0000,17769.0000,1541.0000,0.6100,23730.0000,934.0000,17326.0000,28.130000000000
A,USD,STD,INDL,C,HD,2012-01-31,005680,HOME DEPOT INC,437076102,5211,4,2011,2012-02-21,40518.0000,17898.0000,1537.0000,0.5100,22620.0000,774.0000,16014.0000,34.580000000000
A,USD,STD,INDL,C,HD,2012-04-30,005680,HOME DEPOT INC,437076102,5211,1,2012,2012-05-15,43300.0000,17975.0000,1530.0000,0.6800,25325.0000,1035.0000,17808.0000,44.297500000000
A,USD,STD,INDL,C,HD,2013-07-31,005680,HOME DEPOT INC,437076102,5211,2,2013,2013-08-20,42192.0000,15478.0000,1435.0000,1.2500,26714.0000,1795.0000,22522.0000,72.410000000000
A,USD,STD,INDL,C,HD,2013-10-31,005680,HOME DEPOT INC,437076102,5211,3,2013,2013-11-19,43814.0000,14214.0000,1408.0000,0.9600,29600.0000,1351.0000,19470.0000,72.210000000000
A,USD,STD,INDL,C,HD,2014-01-31,005680,HOME DEPOT INC,437076102,5211,4,2013,2014-02-25,40518.0000,12522.0000,1380.0000,0.7300,27996.0000,1013.0000,17696.0000,74.780000000000
A,USD,STD,INDL,C,HD,2014-04-30,005680,HOME DEPOT INC,437076102,5211,1,2014,2014-05-20,42629.0000,12146.0000,1368.0000,1.0100,30483.0000,1379.0000,19687.0000,73.960000000000
A,USD,STD,INDL,C,HD,2015-07-31,005680,HOME DEPOT INC,437076102,5211,2,2015,2015-08-18,43798.0000,8637.0000,1284.0000,1.7400,35161.0000,2234.0000,24829.0000,106.850000000000
A,USD,STD,INDL,C,HD,2015-10-31,005680,HOME DEPOT INC,437076102,5211,3,2015,2015-11-17,44152.0000,7619.0000,1268.0000,1.3600,36533.0000,1725.0000,21819.0000,92.168500000000
A,USD,STD,INDL,C,HD,2016-01-31,005680,HOME DEPOT INC,437076102,5211,4,2015,2016-02-23,42549.0000,6316.0000,1252.0000,1.1700,36233.0000,1471.0000,20980.0000,113.586500000000
A,USD,STD,INDL,C,HD,2016-04-30,005680,HOME DEPOT INC,437076102,5211,1,2016,2016-05-17,44576.0000,6335.0000,1245.0000,1.4500,38241.0000,1803.0000,22762.0000,109.620000000000
A,USD,STD,INDL,C,HD,2016-07-31,005680,HOME DEPOT INC,437076102,5211,2,2016,2016-08-16,44247.0000,6657.0000,1236.0000,1.9800,37590.0000,2441.0000,26472.0000,123.620000000000
A,USD,STD,INDL,C,HD,2021-10-31,005680,HOME DEPOT INC,437076102,5211,3,2021,2021-11-16,73031.0000,1035.0000,1046.0000,3.9400,71996.0000,4129.0000,36820.0000,316.610000000000
A,USD,STD,INDL,C,HD,2022-01-31,005680,HOME DEPOT INC,437076102,5211,4,2021,2022-02-22,71876.0000,-1696.0000,1035.0000,3.2300,73572.0000,3352.0000,35719.0000,343.610000000000
A,USD,STD,INDL,C,HD,2022-04-30,005680,HOME DEPOT INC,437076102,5211,1,2022,2022-05-17,76567.0000,-1709.0000,1029.0000,4.1100,78276.0000,4231.0000,38908.0000,293.590100000000
A,USD,STD,INDL,C,HD,2022-07-31,005680,HOME DEPOT INC,437076102,5211,2,2022,2022-08-16,75825.0000,237.0000,1024.0000,5.0600,75588.0000,5173.0000,43792.0000,264.510000000000
A,USD,STD,INDL,C,HD,2022-10-31,005680,HOME DEPOT INC,437076102,5211,3,2022,2022-11-15,76866.0000,1298.0000,1020.0000,4.2500,75568.0000,4339.0000,38872.0000,265.610000000000
A,USD,STD,INDL,C,INTC,1999-03-31,006008,INTEL CORP,458140100,3674,1,1999,1999-04-14,33093.0000,24726.0000,1659.0000,1.2000,8367.0000,1999.0000,7103.0000,109.562500000000
A,USD,STD,INDL,C,INTC,2002-06-30,006008,INTEL CORP,458140100,3674,2,2002,2002-07-16,43498.0000,35580.0000,6665.0000,0.0700,7918.0000,446.0000,6319.0000,17.450000000000
A,USD,STD,INDL,C,INTC,2002-09-30,006008,INTEL CORP,458140100,3674,3,2002,2002-10-15,43636.0000,35307.0000,6625.0000,0.1000,8329.0000,686.0000,6504.0000,13.670000000000
A,USD,STD,INDL,C,INTC,2002-12-31,006008,INTEL CORP,458140100,3674,4,2002,2003-01-14,44224.0000,35468.0000,6575.0000,0.1600,8756.0000,1049.0000,7160.0000,12.950000000000
A,USD,STD,INDL,C,INTC,2003-03-31,006008,INTEL CORP,458140100,3674,1,2003,2003-04-15,43806.0000,35401.0000,6534.0000,0.1400,8405.0000,915.0000,6751.0000,14.880000000000
A,USD,STD,INDL,C,INTC,2005-06-30,006008,INTEL CORP,458140100,3674,2,2005,2005-07-19,46513.0000,37614.0000,6093.0000,0.3300,8899.0000,2038.0000,9231.0000,21.940000000000
A,USD,STD,INDL,C,INTC,2005-09-30,006008,INTEL CORP,458140100,3674,3,2005,2005-10-18,47360.0000,36676.0000,6028.0000,0.3300,10684.0000,1995.0000,9960.0000,23.800000000000
A,USD,STD,INDL,C,INTC,2005-12-31,006008,INTEL CORP,458140100,3674,4,2005,2006-01-17,48314.0000,36182.0000,5919.0000,0.4100,12132.0000,2453.0000,10201.0000,22.530000000000
A,USD,STD,INDL,C,INTC,2006-03-31,006008,INTEL CORP,458140100,3674,1,2006,2006-04-19,47194.0000,34358.0000,5808.0000,0.2300,12836.0000,1357.0000,8940.0000,19.310000000000
A,USD,STD,INDL,C,INTC,2007-06-30,006008,INTEL CORP,458140100,3674,2,2007,2007-07-17,50294.0000,39698.0000,5823.0000,0.2200,10596.0000,1278.0000,8680.0000,19.030000000000
A,USD,STD,INDL,C,INTC,2007-09-30,006008,INTEL CORP,458140100,3674,3,2007,2007-10-16,53039.0000,40902.0000,5837.0000,0.3100,12137.0000,1791.0000,10090.0000,22.090000000000
A,USD,STD,INDL,C,INTC,2007-12-31,006008,INTEL CORP,458140100,3674,4,2007,2008-01-15,55651.0000,42762.0000,5818.0000,0.3900,12889.0000,2271.0000,10712.0000,24.320000000000
A,USD,STD,INDL,C,INTC,2009-12-31,006008,INTEL CORP,458140100,3674,4,2009,2010-01-14,53095.0000,41704.0000,5523.0000,0.4100,11391.0000,2282.0000,10569.0000,18.310000000000
A,USD,STD,INDL,C,INTC,2010-03-31,006008,INTEL CORP,458140100,3674,1,2010,2010-04-13,55773.0000,42900.0000,5537.0000,0.4400,12873.0000,2442.0000,10299.0000,18.950000000000
A,USD,STD,INDL,C,INTC,2010-06-30,006008,INTEL CORP,458140100,3674,2,2010,2010-07-13,57691.0000,45841.0000,5567.0000,0.5200,11850.0000,2887.0000,10765.0000,19.400000000000
A,USD,STD,INDL,C,INTC,2010-09-30,006008,INTEL CORP,458140100,3674,3,2010,2010-10-12,60588.0000,47696.0000,5576.0000,0.5300,12892.0000,2955.0000,11102.0000,17.600000000000
A,USD,STD,INDL,C,INTC,2013-09-30,006008,INTEL CORP,458140100,3674,3,2013,2013-10-15,90551.0000,55452.0000,4973.0000,0.5900,35099.0000,2950.0000,13483.0000,21.890000000000
A,USD,STD,INDL,C,INTC,2013-12-31,006008,INTEL CORP,458140100,3674,4,2013,2014-01-16,92358.0000,58256.0000,4967.0000,0.5300,34102.0000,2625.0000,13834.0000,22.480000000000
A,USD,STD,INDL,C,INTC,2014-03-31,006008,INTEL CORP,458140100,3674,1,2014,2014-04-15,91932.0000,58038.0000,4972.0000,0.3900,33894.0000,1930.0000,12764.0000,23.500000000000
A,USD,STD,INDL,C,INTC,2014-06-30,006008,INTEL CORP,458140100,3674,2,2014,2014-07-15,91793.0000,59247.0000,4948.0000,0.5600,32546.0000,2796.0000,13831.0000,25.640000000000
A,USD,STD,INDL,C,INTC,2016-12-31,006008,INTEL CORP,458140100,3674,4,2016,2017-01-26,113327.0000,66226.0000,4730.0000,0.7500,46219.0000,3562.0000,16374.0000,33.420000000000
A,USD,STD,INDL,C,INTC,2017-03-31,006008,INTEL CORP,458140100,3674,1,2017,2017-04-27,115648.0000,66844.0000,4709.0000,0.6300,47926.0000,2964.0000,14796.0000,34.660000000000
A,USD,STD,INDL,C,INTC,2017-06-30,006008,INTEL CORP,458140100,3674,2,2017,2017-07-27,122107.0000,68625.0000,4699.0000,0.6000,52608.0000,2808.0000,14763.0000,33.340000000000
A,USD,STD,INDL,C,INTC,2017-09-30,006008,INTEL CORP,458140100,3674,3,2017,2017-10-26,127088.0000,70936.0000,4680.0000,0.9600,55282.0000,4516.0000,16149.0000,33.230000000000
A,USD,STD,INDL,C,INTC,2020-03-31,006008,INTEL CORP,458140100,3674,1,2020,2020-04-23,147710.0000,76354.0000,4234.0000,1.3300,71356.0000,5661.0000,19828.0000,43.630000000000
A,USD,STD,INDL,C,INTC,2020-06-30,006008,INTEL CORP,458140100,3674,2,2020,2020-07-23,152539.0000,82010.0000,4253.0000,1.2000,70529.0000,5105.0000,19728.0000,51.220000000000
A,USD,STD,INDL,C,INTC,2020-09-30,006008,INTEL CORP,458140100,3674,3,2020,2020-10-22,145261.0000,74554.0000,4098.0000,1.0200,70707.0000,4276.0000,18333.0000,46.970000000000
A,USD,STD,INDL,C,INTC,2020-12-31,006008,INTEL CORP,458140100,3674,4,2020,2021-01-21,153091.0000,81038.0000,4062.0000,1.4300,72053.0000,5857.0000,19978.0000,43.610000000000
A,USD,STD,INDL,C,INTC,2021-03-31,006008,INTEL CORP,458140100,3674,1,2021,2021-04-22,150622.0000,79807.0000,4038.0000,0.8300,70815.0000,3361.0000,19673.0000,49.330000000000
A,USD,STD,INDL,C,INTC,2022-06-30,006008,INTEL CORP,458140100,3674,2,2022,2022-07-28,170418.0000,101218.0000,4106.0000,-0.1100,69200.0000,-454.0000,15321.0000,36.600000000000
A,USD,STD,INDL,C,INTC,2022-09-30,006008,INTEL CORP,458140100,3674,3,2022,2022-10-27,174841.0000,99885.0000,4127.0000,0.2500,74956.0000,1019.0000,15338.0000,25.740000000000
A,USD,STD,INDL,C,INTC,2022-12-31,006008,INTEL CORP,458140100,3674,4,2022,2023-01-26,182103.0000,101423.0000,4137.0000,-0.1600,78817.0000,-664.0000,14042.0000,24.590000000000
A,USD,STD,INDL,C,INTC,2023-03-31,006008,INTEL CORP,458140100,3674,1,2023,2023-04-27,185303.0000,98059.0000,4171.0000,-0.6600,84900.0000,-2758.0000,11715.0000,24.730000000000
A,USD,STD,INDL,C,INTC,2023-06-30,006008,INTEL CORP,458140100,3674,2,2023,2023-07-27,185629.0000,101017.0000,4188.0000,0.3500,81158.0000,1481.0000,12949.0000,26.855000000000
A,USD,STD,INDL,C,INTC,2023-09-30,006008,INTEL CORP,458140100,3674,3,2023,2023-10-26,188837.0000,101813.0000,4216.0000,0.0700,83151.0000,297.0000,14158.0000,31.380000000000
A,USD,STD,INDL,C,INTC,2023-12-31,006008,INTEL CORP,458140100,3674,4,2023,2024-01-25,191572.0000,105590.0000,4228.0000,0.6300,81607.0000,2669.0000,15406.0000,32.145000000000
A,USD,STD,INDL,C,IBM,2002-03-31,006066,INTL BUSINESS MACHINES CORP,459200101,7370,1,2002,2002-04-17,83056.0000,23051.0000,1711.8890,0.7500,60005.0000,1192.0000,18030.0000,95.760000000000
A,USD,STD,INDL,C,IBM,2002-06-30,006066,INTL BUSINESS MACHINES CORP,459200101,7370,2,2002,2002-07-17,84211.0000,21395.0000,1694.3240,0.2600,62816.0000,56.0000,19651.0000,66.100000000000
A,USD,STD,INDL,C,IBM,2002-09-30,006066,INTL BUSINESS MACHINES CORP,459200101,7370,3,2002,2002-10-16,83956.0000,22092.0000,1690.0880,1.0000,61864.0000,1313.0000,19821.0000,57.990000000000
A,USD,STD,INDL,C,IBM,2002-12-31,006066,INTL BUSINESS MACHINES CORP,459200101,7370,4,2002,2003-01-16,96484.0000,22782.0000,1722.3670,1.1200,73702.0000,1018.0000,23684.0000,54.010000000000
A,USD,STD,INDL,C,IBM,2003-03-31,006066,INTL BUSINESS MACHINES CORP,459200101,7370,1,2003,2003-04-14,95720.0000,24573.0000,1728.0000,0.8000,71147.0000,1384.0000,20065.0000,73.170000000000
A,USD,STD,INDL,C,IBM,2003-06-30,006066,INTL BUSINESS MACHINES CORP,459200101,7370,2,2003,2003-07-16,96938.0000,26573.0000,1730.1810,1.0000,70365.0000,1705.0000,21631.0000,78.120000000000
A,USD,STD,INDL,C,IBM,2003-09-30,006066,INTL BUSINESS MACHINES CORP,459200101,7370,3,2003,2003-10-15,97190.0000,27326.0000,1720.4240,1.0400,69864.0000,1785.0000,21522.0000,78.730000000000
A,USD,STD,INDL,C,IBM,2003-12-31,006066,INTL BUSINESS MACHINES CORP,459200101,7370,4,2003,2004-01-15,104457.0000,27864.0000,1694.5090,1.5900,76593.0000,2709.0000,25913.0000,87.530000000000
A,USD,STD,INDL,C,IBM,2005-03-31,006066,INTL BUSINESS MACHINES CORP,459200101,7370,1,2005,2005-04-14,104899.0000,29920.0000,1613.3210,0.8600,74979.0000,1402.0000,22908.0000,89.090000000000
A,USD,STD,INDL,C,IBM,2005-06-30,006066,INTL BUSINESS MACHINES CORP,459200101,7370,2,2005,2005-07-18,103388.0000,30125.0000,1595.7910,1.1500,73263.0000,1829.0000,22270.0000,71.850000000000
A,USD,STD,INDL,C,IBM,2005-09-30,006066,INTL BUSINESS MACHINES CORP,459200101,7370,3,2005,2005-10-17,101009.0000,30235.0000,1579.5170,0.9500,70774.0000,1516.0000,21529.0000,74.160000000000
A,USD,STD,INDL,C,IBM,2007-06-30,006066,INTL BUSINESS MACHINES CORP,459200101,7370,2,2007,2007-07-18,102548.0000,16756.0000,1360.4070,1.5700,85792.0000,2261.0000,23772.0000,93.911000000000
A,USD,STD,INDL,C,IBM,2007-09-30,006066,INTL BUSINESS MACHINES CORP,459200101,7370,3,2007,2007-10-16,108609.0000,20546.0000,1377.9560,1.7200,88063.0000,2361.0000,24119.0000,103.700000000000
A,USD,STD,INDL,C,IBM,2007-12-31,006066,INTL BUSINESS MACHINES CORP,459200101,7370,4,2007,2008-01-17,120431.0000,28470.0000,1385.2340,2.8600,91961.0000,3952.0000,28866.0000,99.270000000000
A,USD,STD,INDL,C,IBM,2010-06-30,006066,INTL BUSINESS MACHINES CORP,459200101,7370,2,2010,2010-07-19,103420.0000,21059.0000,1261.2780,2.6500,82244.0000,3386.0000,23724.0000,116.000000000000
A,USD,STD,INDL,C,IBM,2010-09-30,006066,INTL BUSINESS MACHINES CORP,459200101,7370,3,2010,2010-10-18,107174.0000,22238.0000,1242.3610,2.8600,84815.0000,3589.0000,24271.0000,120.610000000000
A,USD,STD,INDL,C,IBM,2010-12-31,006066,INTL BUSINESS MACHINES CORP,459200101,7370,4,2010,2011-01-18,113452.0000,23046.0000,1227.9930,4.2400,90280.0000,5257.0000,29019.0000,134.390000000000
A,USD,STD,INDL,C,IBM,2014-12-31,006066,INTL BUSINESS MACHINES CORP,459200101,7370,4,2014,2015-01-20,117532.0000,11868.0000,990.5240,5.5700,105518.0000,5483.0000,24113.0000,150.500000000000
A,USD,STD,INDL,C,IBM,2015-03-31,006066,INTL BUSINESS MACHINES CORP,459200101,7370,1,2015,2015-04-20,112037.0000,12141.0000,984.7340,2.4500,99748.0000,2328.0000,19590.0000,149.520000000000
A,USD,STD,INDL,C,IBM,2015-06-30,006066,INTL BUSINESS MACHINES CORP,459200101,7370,2,2015,2015-07-20,112729.0000,13684.0000,979.5300,3.5900,98892.0000,3449.0000,20813.0000,158.390000000000
A,USD,STD,INDL,C,IBM,2015-09-30,006066,INTL BUSINESS MACHINES CORP,459200101,7370,3,2015,2015-10-19,108648.0000,13294.0000,970.1100,3.0400,95198.0000,2950.0000,19279.0000,140.620000000000
A,USD,STD,INDL,C,IBM,2017-12-31,006066,INTL BUSINESS MACHINES CORP,459200101,7370,4,2017,2018-01-18,125356.0000,17594.0000,922.1790,-1.1400,107631.0000,-1054.0000,22542.0000,145.210000000000
A,USD,STD,INDL,C,IBM,2018-03-31,006066,INTL BUSINESS MACHINES CORP,459200101,7370,1,2018,2018-04-17,125285.0000,18166.0000,917.9680,1.8200,106995.0000,1679.0000,19072.0000,144.395500000000
A,USD,STD,INDL,C,IBM,2018-06-30,006066,INTL BUSINESS MACHINES CORP,459200101,7370,2,2018,2018-07-18,121622.0000,18520.0000,912.7680,2.6300,102974.0000,2404.0000,20003.0000,137.450000000000
A,USD,STD,INDL,C,IBM,2018-09-30,006066,INTL BUSINESS MACHINES CORP,459200101,7370,3,2018,2018-10-16,121990.0000,19784.0000,908.7940,2.9500,102072.0000,2694.0000,18755.0000,138.200000000000
A,USD,STD,INDL,C,IBM,2020-12-31,006066,INTL BUSINESS MACHINES CORP,459200101,7370,4,2020,2021-01-21,155971.0000,20597.0000,892.6530,1.4200,135244.0000,1356.0000,20367.0000,105.920000000000
A,USD,STD,INDL,C,IBM,2021-03-31,006066,INTL BUSINESS MACHINES CORP,459200101,7370,1,2021,2021-04-19,148629.0000,21389.0000,893.5230,0.4500,127116.0000,955.0000,13187.0000,117.360000000000
A,USD,STD,INDL,C,IBM,2021-06-30,006066,INTL BUSINESS MACHINES CORP,459200101,7370,2,2021,2021-07-19,146814.0000,21942.0000,896.3200,0.9100,124747.0000,1325.0000,14218.0000,130.380000000000
A,USD,STD,INDL,C,IBM,2021-09-30,006066,INTL BUSINESS MACHINES CORP,459200101,7370,3,2021,2021-10-20,144214.0000,22228.0000,896.8000,1.1600,121857.0000,1130.0000,13251.0000,132.780000000000
A,USD,STD,INDL,C,IBM,2023-12-31,006066,INTL BUSINESS MACHINES CORP,459200101,7370,4,2023,2024-01-24,135241.0000,22533.0000,915.0140,3.5900,112628.0000,3288.0000,17381.0000,135.870000000000
A,USD,STD,INDL,C,JNJ,2001-06-30,006266,JOHNSON & JOHNSON,478160104,2834,2,2001,2001-07-17,36101.0000,22711.0000,3031.5580,0.4900,13390.0000,1482.0000,8179.0000,42.595000000000
