caldt,vwretd,vwretx,ewretd,totval
02-12-2005,0.001039,0.00103,0.001856,17609951400
05-12-2005,-0.002597,-0.002634,-0.00257,17557200900
06-12-2005,0.001563,0.001545,0.001998,17586303700
07-12-2005,-0.004391,-0.004577,-0.0029,17506076900
08-12-2005,0.000351,0.00028,0.002083,17511624500
09-12-2005,0.002604,0.002596,0.004301,17555622800
12-12-2005,0.001395,0.001367,0.001348,17577359400
13-12-2005,0.004149,0.003991,0.000277,17648210900
14-12-2005,0.003031,0.002959,0.000873,17698136200
15-12-2005,-0.002831,-0.002885,-0.00342,17647358900
16-12-2005,-0.002413,-0.002468,-0.000976,17606591000
19-12-2005,-0.007145,-0.007158,-0.007373,17478858900
20-12-2005,0.000023,-0.000007,-0.001446,17477303300
21-12-2005,0.003791,0.003765,0.005357,17535193000
22-12-2005,0.004622,0.004428,0.005428,17612762000
23-12-2005,0.000984,0.000815,0.003363,17616230000
27-12-2005,-0.009809,-0.009818,-0.007568,17443229600
28-12-2005,0.002854,0.002544,0.003299,17488127600
29-12-2005,-0.002344,-0.002429,0.000077,17438339100
30-12-2005,-0.004415,-0.004424,0.000053,17375549600
03-01-2006,0.016406,0.016393,0.010981,17626361100
04-01-2006,0.005523,0.005384,0.007697,17718789600
05-01-2006,-0.000334,-0.000344,0.00292,17712009300
06-01-2006,0.009805,0.009609,0.009032,17881128600
09-01-2006,0.004312,0.00431,0.007009,17950109500
10-01-2006,0.000989,0.000953,0.004278,17966638100
11-01-2006,0.003204,0.003068,0.003297,18028657600
12-01-2006,-0.006278,-0.006298,-0.002945,17914818300
13-01-2006,0.001439,0.001428,0.002924,17940894600
17-01-2006,-0.003421,-0.003424,-0.002867,17880048900
18-01-2006,-0.004248,-0.004331,-0.001829,17802666700
19-01-2006,0.007658,0.007642,0.010498,17943656800
20-01-2006,-0.015943,-0.015954,-0.008843,17657860200
23-01-2006,0.00315,0.003141,0.003408,17714286900
24-01-2006,0.004175,0.004145,0.007592,17787831100
25-01-2006,-0.002227,-0.002386,-0.000175,17749486100
26-01-2006,0.008213,0.008188,0.009464,17886733600
27-01-2006,0.007056,0.006935,0.00541,18010939400
30-01-2006,0.001837,0.00179,0.002908,18042550900
31-01-2006,-0.001529,-0.001536,0.002841,17999559800
01-02-2006,0.001468,0.001333,0.002352,18010105700
02-02-2006,-0.008453,-0.008642,-0.006317,17855140300
03-02-2006,-0.004871,-0.004931,-0.002056,17772063300
06-02-2006,0.002139,0.002124,0.002836,17809350600
07-02-2006,-0.01021,-0.010237,-0.009193,17627683900
08-02-2006,0.006765,0.006472,0.003501,17742722200
09-02-2006,-0.001717,-0.001767,0.000101,17713818400
10-02-2006,0.000948,0.000873,-0.001475,17730041600
13-02-2006,-0.004783,-0.00495,-0.005837,17642400100
14-02-2006,0.009486,0.0094,0.006873,17808749800
15-02-2006,0.003464,0.00328,0.004129,17869058900
16-02-2006,0.007797,0.00772,0.007215,18005554400
17-02-2006,-0.000569,-0.000592,0.001237,17994694000
21-02-2006,-0.002572,-0.002585,-0.001776,17947878500
22-02-2006,0.006635,0.006562,0.00483,18065385100
23-02-2006,-0.002801,-0.002981,-0.000399,18012683500
24-02-2006,0.00234,0.002219,0.003795,18050688000
27-02-2006,0.003461,0.003311,0.003158,18103946300
28-02-2006,-0.009851,-0.009861,-0.006854,17988632900
01-03-2006,0.009403,0.009193,0.009078,18150111400
02-03-2006,-0.000446,-0.00047,0.000231,18140495500
03-03-2006,-0.001259,-0.001281,-0.001027,18118959200
06-03-2006,-0.007394,-0.007424,-0.005855,17978081500
07-03-2006,-0.005324,-0.005362,-0.009664,17868221200
08-03-2006,0.000706,0.000472,-0.000948,17889812000
09-03-2006,-0.004218,-0.00424,-0.001987,17818570400
10-03-2006,0.007391,0.007378,0.006549,17949614000
13-03-2006,0.002781,0.0025,0.00272,17993892600
14-03-2006,0.010218,0.010196,0.006582,18177920900
15-03-2006,0.005302,0.005222,0.00604,18272908300
16-03-2006,0.00169,0.001669,0.001931,18303008900
17-03-2006,0.001371,0.001346,0.001707,18329424100
20-03-2006,-0.001419,-0.001433,0.000329,18303714300
21-03-2006,-0.006707,-0.006718,-0.007,18180895300
22-03-2006,0.005975,0.005937,0.006058,18289311600
23-03-2006,-0.00128,-0.00129,0.002505,18263352700
24-03-2006,0.002587,0.002562,0.00604,18317411800
27-03-2006,-0.000986,-0.000996,0.000733,18300710900
28-03-2006,-0.005286,-0.005301,-0.002418,18203640900
29-03-2006,0.009236,0.008995,0.010905,18368631600
30-03-2006,-0.000607,-0.000656,0.001404,18356093600
31-03-2006,-0.002623,-0.002644,0.003562,18308363200
03-04-2006,0.00084,0.000815,-0.003301,18283743400
04-04-2006,0.005597,0.005525,0.00182,18385499400
05-04-2006,0.004926,0.004846,0.004061,18473002100
06-04-2006,-0.000824,-0.000993,0.000668,18455374700
07-04-2006,-0.009975,-0.009982,-0.006865,18273289600
10-04-2006,0.000102,0.000076,-0.002359,18274710100
11-04-2006,-0.008224,-0.008394,-0.009436,18121529800
12-04-2006,0.001733,0.001685,0.003323,18149939100
13-04-2006,0.001241,0.001134,0.002793,18170856900
17-04-2006,-0.0015,-0.001502,-0.000952,18141773500
18-04-2006,0.017371,0.017365,0.013804,18456892400
19-04-2006,0.004288,0.004219,0.007729,18537388100
20-04-2006,-0.000819,-0.000984,-0.001576,18509863700
21-04-2006,0.000195,0.000162,0.001179,18516383000
24-04-2006,-0.002943,-0.002953,-0.003093,18433797000
25-04-2006,-0.004011,-0.004135,-0.001073,18358150300
26-04-2006,0.002142,0.002012,0.002286,18397277600
27-04-2006,0.001846,0.001644,-0.001693,18428479800
28-04-2006,0.001336,0.00132,0.003112,18446153700
01-05-2006,-0.003282,-0.003291,-0.002543,18385638200
02-05-2006,0.006043,0.006003,0.004141,18496270300
03-05-2006,-0.003151,-0.003322,-0.000194,18431279300
04-05-2006,0.003973,0.003904,0.005051,18501613700
05-05-2006,0.010548,0.010529,0.007469,18704568600
08-05-2006,-0.000123,-0.000193,0.000493,18693961800
09-05-2006,0.000885,0.000864,-0.000098,18710301600
10-05-2006,-0.001461,-0.001812,-0.003476,18678179100
11-05-2006,-0.013541,-0.013702,-0.015037,18420384100
12-05-2006,-0.012832,-0.012921,-0.013372,18179222700
15-05-2006,-0.0011,-0.001187,-0.008796,18157674800
16-05-2006,-0.001032,-0.001055,0.000425,18139108400
17-05-2006,-0.017065,-0.017278,-0.012949,17819718400
18-05-2006,-0.007167,-0.007207,-0.005546,17693101800
19-05-2006,0.004179,0.004173,0.001926,17764298600
22-05-2006,-0.006254,-0.006275,-0.010913,17649956800
23-05-2006,-0.00345,-0.003471,-0.000283,17588649800
24-05-2006,-0.00025,-0.000285,-0.004124,17586744000
25-05-2006,0.013913,0.01382,0.012591,17833179100
26-05-2006,0.00631,0.006197,0.006531,17943189600
30-05-2006,-0.015231,-0.015327,-0.012834,17668240900
31-05-2006,0.009342,0.00909,0.008142,17855234800
01-06-2006,0.012582,0.012545,0.012274,18078749700
02-06-2006,0.002586,0.00248,0.004368,18110457600
05-06-2006,-0.018876,-0.018915,-0.016456,17767228500
06-06-2006,-0.003564,-0.003598,-0.006251,17704141600
07-06-2006,-0.006568,-0.006744,-0.003705,17584891100
08-06-2006,-0.00111,-0.001177,-0.006294,17564095400
09-06-2006,-0.003265,-0.003272,-0.001845,17505125900
12-06-2006,-0.014844,-0.014863,-0.018162,17241358900
13-06-2006,-0.013068,-0.013349,-0.016905,17010405300
14-06-2006,0.005106,0.005048,0.003099,17099494000
15-06-2006,0.023862,0.023833,0.024527,17508951500
16-06-2006,-0.004456,-0.004483,-0.005197,17430584800
19-06-2006,-0.01017,-0.010172,-0.010747,17253134200
20-06-2006,-0.000521,-0.000549,-0.001029,17245651700
21-06-2006,0.011787,0.01175,0.011314,17449496700
22-06-2006,-0.00487,-0.005062,-0.00293,17369442600
23-06-2006,0.000925,0.000909,0.002364,17384791100
26-06-2006,0.005541,0.005519,0.00475,17481755300
27-06-2006,-0.009672,-0.009683,-0.01009,17306401700
28-06-2006,0.004933,0.004668,0.002067,17385345200
29-06-2006,0.023617,0.023548,0.022212,17809408800
30-06-2006,0.001019,0.001009,0.007866,17828743500
03-07-2006,0.00791,0.007818,0.006228,17960041700
05-07-2006,-0.008495,-0.008587,-0.007898,17802962100
06-07-2006,0.002203,0.002022,0.002146,17838906700
07-07-2006,-0.00751,-0.007511,-0.008852,17704920900
10-07-2006,0.000428,0.000393,-0.002165,17711054800
11-07-2006,0.004159,0.004108,0.003274,17781594000
12-07-2006,-0.010937,-0.011055,-0.009815,17588144100
13-07-2006,-0.014147,-0.014187,-0.014859,17337254300
14-07-2006,-0.005288,-0.005292,-0.006874,17243988500
17-07-2006,-0.003577,-0.003578,-0.006949,17180886000
18-07-2006,0.001632,0.001617,0.000128,17209506400
19-07-2006,0.019847,0.019771,0.019069,17549777900
20-07-2006,-0.011006,-0.01102,-0.01345,17356536700
21-07-2006,-0.008938,-0.008952,-0.010797,17202614100
24-07-2006,0.01772,0.017661,0.015031,17506688800
25-07-2006,0.00759,0.007589,0.006168,17640142400
26-07-2006,0.000334,0.000318,0.000631,17645007100
27-07-2006,-0.005474,-0.005641,-0.005405,17547437500
28-07-2006,0.013052,0.013001,0.011775,17784709400
31-07-2006,-0.000515,-0.000542,0.002404,17765198100
01-08-2006,-0.005262,-0.005274,-0.007649,17671389600
02-08-2006,0.006701,0.006545,0.00691,17787537300
03-08-2006,0.002366,0.002142,0.003795,17825704300
04-08-2006,-0.001168,-0.001179,-0.001962,17804247100
07-08-2006,-0.003005,-0.00304,-0.004323,17749856400
08-08-2006,-0.0039,-0.003963,-0.006162,17680614900
09-08-2006,-0.004163,-0.004366,-0.005274,17603103200
10-08-2006,0.003938,0.003801,0.002527,17669661000
11-08-2006,-0.004553,-0.004694,-0.006278,17570958600
14-08-2006,0.000695,0.000632,0.000248,17582099100
15-08-2006,0.014923,0.014845,0.012931,17842976900
16-08-2006,0.009374,0.009169,0.010015,18007250500
17-08-2006,0.001454,0.001425,0.003186,18032904900
18-08-2006,0.002967,0.002957,0.002895,18062812200
21-08-2006,-0.003122,-0.003134,-0.003444,18006330800
22-08-2006,0.001258,0.001243,0.002707,18028808400
23-08-2006,-0.005157,-0.005225,-0.006051,17933698900
24-08-2006,0.001258,0.001238,0.000683,17952057600
25-08-2006,-0.000295,-0.000369,0.001537,17945709800
28-08-2006,0.005566,0.005566,0.005286,18044470100
29-08-2006,0.00302,0.002873,0.006985,18091946400
30-08-2006,0.001339,0.000997,0.005213,18109776800
31-08-2006,0.000893,0.000878,0.003195,18103165800
01-09-2006,0.005057,0.005028,0.003605,18195595500
05-09-2006,0.002566,0.002524,0.004357,18238555600
06-09-2006,-0.01147,-0.011617,-0.012591,18026921100
07-09-2006,-0.00538,-0.005434,-0.005246,17929008800
08-09-2006,0.002436,0.002433,0.001331,17968582200
11-09-2006,-0.001583,-0.001623,-0.004,17940038200
12-09-2006,0.011412,0.011379,0.011921,18143997600
13-09-2006,0.005111,0.004808,0.006681,18232412800
14-09-2006,-0.002191,-0.002234,-0.001949,18191685400
15-09-2006,0.002145,0.002115,0.001521,18229654100
18-09-2006,0.001525,0.001514,0.001509,18252215300
19-09-2006,-0.003259,-0.003272,-0.003669,18192675700
20-09-2006,0.005182,0.005137,0.004919,18285378700
21-09-2006,-0.004422,-0.004572,-0.003877,18207987700
22-09-2006,-0.003776,-0.003776,-0.005443,18141649500
25-09-2006,0.007916,0.007908,0.00461,18285359400
26-09-2006,0.007255,0.007214,0.003902,18418333500
27-09-2006,0.002109,0.001858,0.003662,18453548200
28-09-2006,0.001864,0.001832,0.001185,18488100600
29-09-2006,-0.002992,-0.003025,-0.001988,18422546800
02-10-2006,-0.00389,-0.003917,-0.005567,18321584600
03-10-2006,-0.0004,-0.000422,-0.003138,18313640000
04-10-2006,0.012364,0.012198,0.010933,18536681500
05-10-2006,0.005071,0.004873,0.008537,18626865100
06-10-2006,-0.003112,-0.003113,-0.001437,18559776300
09-10-2006,0.00216,0.00216,0.003741,18600111100
10-10-2006,0.002248,0.002219,0.002752,18641479100
11-10-2006,-0.003594,-0.003704,-0.002518,18572583300
12-10-2006,0.010567,0.01053,0.012687,18768057800
13-10-2006,0.003339,0.003327,0.005378,18831800000
16-10-2006,0.004358,0.004351,0.007505,18913762700
17-10-2006,-0.004577,-0.004579,-0.004044,18826962400
18-10-2006,0.001014,0.000946,0.000542,18847851200
19-10-2006,0.002377,0.002336,0.004943,18892169200
20-10-2006,-0.000417,-0.000429,-0.00281,18842424700
23-10-2006,0.005426,0.005416,0.001188,18949946700
24-10-2006,0.000821,0.000797,0.000216,18965201800
25-10-2006,0.004349,0.004333,0.004215,19040214800
26-10-2006,0.006479,0.006427,0.006899,19164243500
27-10-2006,-0.008195,-0.008341,-0.005532,18996414800
30-10-2006,0.000326,0.000279,0.001258,19002173600
31-10-2006,0.000053,0.000049,0.000667,19030447800
01-11-2006,-0.008974,-0.009113,-0.010012,18856917600
02-11-2006,-0.000127,-0.000322,-0.00288,18852794000
03-11-2006,-0.000318,-0.000437,0.002801,18843589100
06-11-2006,0.011516,0.011489,0.009346,19058178800
07-11-2006,0.001812,0.001786,0.001242,19084844700
08-11-2006,0.003354,0.00317,0.003912,19145560300
09-11-2006,-0.004636,-0.004786,-0.003967,19056696800
10-11-2006,0.00215,0.002139,0.003704,19101573500
13-11-2006,0.002259,0.002033,0.003078,19138165700
14-11-2006,0.006922,0.006809,0.008021,19268855900
15-11-2006,0.004006,0.003833,0.005557,19340603200
16-11-2006,0.001141,0.001111,0.000202,19369371400
17-11-2006,0.000213,0.000085,-0.000972,19371261700
20-11-2006,0.000481,0.000407,0.00142,19357086000
21-11-2006,0.003124,0.003074,0.003122,19419455600
22-11-2006,0.003,0.002916,0.003234,19477307600
24-11-2006,-0.001902,-0.00198,0.001675,19438067900
27-11-2006,-0.014736,-0.014741,-0.01414,19151922000
28-11-2006,0.00304,0.002872,0.002722,19208401200
29-11-2006,0.009667,0.009318,0.009698,19386768600
30-11-2006,0.001697,0.001683,0.004416,19413698000
01-12-2006,-0.002828,-0.002874,-0.002648,19332794200
04-12-2006,0.009987,0.009952,0.009363,19506379300
05-12-2006,0.003863,0.003831,0.003594,19581610800
06-12-2006,-0.001078,-0.001281,0.000119,19556487900
07-12-2006,-0.003428,-0.003465,-0.001336,19485978000
08-12-2006,0.001163,0.001147,0.00045,19508784900
11-12-2006,0.001968,0.001948,0.000918,19546849700
12-12-2006,-0.002013,-0.002039,-0.003546,19507205300
13-12-2006,0.001186,0.000952,0.00032,19531612900
14-12-2006,0.00768,0.007609,0.004449,19681136400
15-12-2006,0.000017,-0.00003,-0.000516,19679626500
18-12-2006,-0.004983,-0.004991,-0.007116,19571355800
19-12-2006,0.00187,0.001833,-0.000107,19607846300
20-12-2006,-0.000628,-0.000732,0.002305,19591068300
21-12-2006,-0.003812,-0.004022,-0.001303,19509629500
22-12-2006,-0.004542,-0.004657,-0.000592,19420433200
26-12-2006,0.004325,0.004298,0.00414,19503538800
27-12-2006,0.007786,0.007457,0.008718,19647953700
28-12-2006,-0.001043,-0.001108,-0.000479,19626026100
29-12-2006,-0.004518,-0.004528,-0.00118,19557276700
03-01-2007,-0.001341,-0.001505,-0.000143,19523790100
04-01-2007,0.000549,0.000546,0.000588,19529174000
05-01-2007,-0.00728,-0.007285,-0.009794,19387233200
08-01-2007,0.002574,0.00236,0.001731,19432759300
09-01-2007,0.000001,0,0.000276,19432811500
10-01-2007,0.002088,0.001979,0.001356,19464785100
11-01-2007,0.007321,0.007296,0.00775,19606535500
12-01-2007,0.006137,0.006125,0.00683,19724255000
16-01-2007,0.000306,0.000304,0.000576,19726891800
17-01-2007,-0.000607,-0.000674,-0.000131,19713414800
18-01-2007,-0.004679,-0.004705,-0.007334,19622312000
19-01-2007,0.004336,0.004326,0.005296,19708907700
22-01-2007,-0.005374,-0.005392,-0.004337,19603112900
23-01-2007,0.005209,0.005183,0.00621,19706396200
24-01-2007,0.008796,0.008774,0.006903,19876878400
25-01-2007,-0.010737,-0.010747,-0.007872,19663953100
26-01-2007,0.000083,0.000081,0.003021,19661519400
29-01-2007,0.000142,0.000019,0.003445,19658468300
30-01-2007,0.005761,0.005729,0.005138,19766550000
31-01-2007,0.006367,0.006261,0.003532,19882612000
01-02-2007,0.006256,0.006065,0.006415,19998383200
02-02-2007,0.001257,0.001242,0.002316,20022279400
05-02-2007,-0.000607,-0.000684,-0.001054,20007249800
06-02-2007,0.001504,0.001492,0.003201,20039947500
07-02-2007,0.002183,0.001898,0.003714,20075903400
08-02-2007,-0.000425,-0.000457,0.001066,20067750500
09-02-2007,-0.006908,-0.006963,-0.004898,19931226300
12-02-2007,-0.003886,-0.003959,-0.002914,19831574500
13-02-2007,0.008045,0.007871,0.005325,19987873700
14-02-2007,0.007233,0.007049,0.00464,20125846500
15-02-2007,0.001732,0.00166,0.001452,20155184500
16-02-2007,0.000508,0.000468,0.002637,20165062300
20-02-2007,0.003563,0.003549,0.005989,20236340900
21-02-2007,-0.000295,-0.000346,0.001668,20229681700
22-02-2007,-0.000387,-0.000594,0.002246,20216655500
23-02-2007,-0.002572,-0.002647,0.000073,20173759700
26-02-2007,-0.001261,-0.001361,-0.001079,20146950400
27-02-2007,-0.034095,-0.034186,-0.031183,19458622700
28-02-2007,0.004731,0.004498,0.003799,19537881900
01-03-2007,-0.002834,-0.002861,-0.004908,19519317600
02-03-2007,-0.012461,-0.012595,-0.011413,19272125900
05-03-2007,-0.011988,-0.012022,-0.017158,19031957600
06-03-2007,0.016717,0.016674,0.017657,19348940500
07-03-2007,-0.001347,-0.001567,0.000092,19319567900
08-03-2007,0.007234,0.007175,0.005591,19461239600
09-03-2007,0.001627,0.001623,0.001693,19493195100
12-03-2007,0.003137,0.003104,0.004004,19554981300
13-03-2007,-0.020146,-0.020419,-0.017468,19155791900
14-03-2007,0.00542,0.005328,0.002282,19258728500
15-03-2007,0.004776,0.004735,0.006078,19349323200
16-03-2007,-0.003604,-0.003635,-0.003131,19280137300
19-03-2007,0.011052,0.011051,0.007375,19491480100
20-03-2007,0.006796,0.006762,0.005641,19598134200
21-03-2007,0.016759,0.016724,0.012057,19926467200
22-03-2007,-0.00014,-0.000148,0.002385,19896946300
23-03-2007,0.001712,0.001702,0.002233,19930688700
26-03-2007,0.000561,0.000496,0.000038,19940600600
27-03-2007,-0.005698,-0.005708,-0.004884,19823848300
28-03-2007,-0.007002,-0.007245,-0.004417,19682948500
29-03-2007,0.003519,0.003478,0.001986,19742565700
30-03-2007,-0.00038,-0.000406,0.002424,19792553000
02-04-2007,0.003036,0.003,0.002046,19801592400
03-04-2007,0.008906,0.008648,0.006741,19968805500
04-04-2007,0.001482,0.001463,0.001226,20009222500
05-04-2007,0.003632,0.003329,0.003174,20076095300
09-04-2007,0.00058,0.000566,0.000873,20086425900
10-04-2007,0.002699,0.002676,0.002505,20133708400
11-04-2007,-0.005869,-0.005968,-0.004272,20013659800
12-04-2007,0.006385,0.006332,0.00575,20141339300
13-04-2007,0.003734,0.003723,0.005204,20214324800
16-04-2007,0.010488,0.010483,0.009235,20426337500
17-04-2007,0.001034,0.001024,-0.000898,20447409400
18-04-2007,0.000315,0.000303,-0.000911,20455927700
19-04-2007,-0.002808,-0.00301,-0.004205,20407062400
20-04-2007,0.009337,0.009313,0.007843,20583284300
23-04-2007,-0.001727,-0.001764,-0.000676,20543337000
24-04-2007,-0.000739,-0.00074,-0.001111,20531651900
25-04-2007,0.009478,0.009408,0.005063,20723435100
26-04-2007,-0.000599,-0.000716,-0.000083,20711925000
27-04-2007,-0.000785,-0.000825,-0.001693,20692680500
30-04-2007,-0.009264,-0.009269,-0.008592,20520923200
01-05-2007,0.001747,0.001736,-0.000823,20555735100
02-05-2007,0.008272,0.008154,0.009138,20722540200
03-05-2007,0.003887,0.003669,0.001979,20803349000
04-05-2007,0.002886,0.002827,0.002638,20863867500
07-05-2007,0.002606,0.002539,0.000879,20916173600
08-05-2007,-0.001398,-0.001473,-0.002052,20883071700
09-05-2007,0.003688,0.003493,0.003014,20956664500
10-05-2007,-0.013746,-0.013859,-0.013047,20667927300
11-05-2007,0.010361,0.010199,0.008288,20877967200
14-05-2007,-0.002696,-0.002766,-0.004645,20819286000
15-05-2007,-0.001857,-0.001932,-0.006076,20780026800
16-05-2007,0.007348,0.007106,0.002584,20927924800
17-05-2007,-0.000505,-0.000612,-0.002044,20916853800
18-05-2007,0.006773,0.006764,0.005628,21059214000
21-05-2007,0.003247,0.003214,0.006025,21126829100
22-05-2007,0.000927,0.0009,0.004062,21145587700
23-05-2007,-0.000935,-0.00096,-0.000928,21126942400
24-05-2007,-0.011302,-0.011381,-0.011322,20887452800
25-05-2007,0.006385,0.006248,0.006411,21022296200
29-05-2007,0.003041,0.002938,0.004882,21082552900
30-05-2007,0.008239,0.007958,0.004313,21247720000
31-05-2007,0.001602,0.001556,0.004499,21238542000
01-06-2007,0.005134,0.005116,0.005386,21344043800
04-06-2007,0.002104,0.002075,0.002543,21385775900
05-06-2007,-0.005315,-0.005351,-0.003579,21270821000
06-06-2007,-0.009351,-0.009547,-0.007268,21069049400
07-06-2007,-0.018094,-0.018151,-0.014181,20686317400
08-06-2007,0.010774,0.01077,0.006323,20912212600
11-06-2007,0.001122,0.001104,0.000207,20933315000
12-06-2007,-0.010815,-0.010844,-0.010306,20704649300
13-06-2007,0.014155,0.013859,0.008831,20991711200
14-06-2007,0.005361,0.005305,0.004912,21098519500
15-06-2007,0.007409,0.007382,0.007935,21251524400
18-06-2007,-0.000892,-0.000922,0.00023,21230485800
19-06-2007,0.001782,0.001766,0.002918,21254108500
20-06-2007,-0.012701,-0.012744,-0.008285,20983953500
21-06-2007,0.005397,0.005243,0.002315,21095111600
22-06-2007,-0.010743,-0.010748,-0.005914,20876340500
25-06-2007,-0.004819,-0.004825,-0.006453,20774237300
26-06-2007,-0.004005,-0.00405,-0.003059,20689962600
27-06-2007,0.009329,0.009098,0.008018,20885166000
28-06-2007,0.000736,0.000695,0.002352,20901840300
29-06-2007,-0.000734,-0.000771,0.000082,20878792000
02-07-2007,0.011414,0.011375,0.008571,21106906500
03-07-2007,0.003442,0.0033,0.002174,21170897500
05-07-2007,0.001211,0.001199,0.001626,21195722600
06-07-2007,0.004463,0.004267,0.00387,21290414300
09-07-2007,0.00155,0.001545,0.002166,21316977100
10-07-2007,-0.01358,-0.013592,-0.010437,21026712800
11-07-2007,0.005066,0.004961,0.002476,21131200900
12-07-2007,0.017516,0.017489,0.010665,21500557100
13-07-2007,0.003168,0.003151,0.001041,21556095500
16-07-2007,-0.003057,-0.003061,-0.004487,21489242400
17-07-2007,-0.00006,-0.000066,0.000069,21487521300
18-07-2007,-0.001555,-0.001634,-0.00352,21452814200
19-07-2007,0.004848,0.00482,0.005579,21551734800
20-07-2007,-0.011679,-0.011745,-0.009229,21300022300
23-07-2007,0.003044,0.003028,-0.000486,21365058600
24-07-2007,-0.020135,-0.020162,-0.019051,20934577500
25-07-2007,0.002693,0.002681,-0.002446,20984824600
26-07-2007,-0.023846,-0.023889,-0.021853,20484241400
27-07-2007,-0.014738,-0.014889,-0.010627,20179517000
30-07-2007,0.009289,0.009257,0.00437,20367913500
31-07-2007,-0.01015,-0.010163,-0.003859,20133542000
01-08-2007,0.004112,0.004021,-0.005712,20211886700
02-08-2007,0.005963,0.005776,0.004066,20330666200
03-08-2007,-0.025935,-0.025993,-0.022589,19799821000
06-08-2007,0.018038,0.018017,0.000315,20154175200
07-08-2007,0.006566,0.006527,0.005399,20286256500
08-08-2007,0.015589,0.015344,0.017661,20599423100
09-08-2007,-0.026888,-0.027018,-0.01552,20043041400
10-08-2007,-0.000468,-0.0005,-0.000931,20035384200
13-08-2007,-0.000552,-0.000711,-0.001625,20017104600
14-08-2007,-0.019069,-0.019151,-0.017422,19636531300
15-08-2007,-0.015662,-0.015886,-0.016672,19321779000
16-08-2007,0.001836,0.001774,-0.004001,19355782500
17-08-2007,0.024422,0.024414,0.021076,19827151100
20-08-2007,0.001602,0.001587,0.00392,19854901900
21-08-2007,0.002142,0.002126,0.00317,19895507800
22-08-2007,0.013025,0.012962,0.013369,20153896100
23-08-2007,-0.001601,-0.001618,-0.002699,20120997600
24-08-2007,0.012342,0.012269,0.009707,20368909300
27-08-2007,-0.008301,-0.008307,-0.004698,20189492300
28-08-2007,-0.023436,-0.023466,-0.018302,19716488200
29-08-2007,0.02181,0.021504,0.016652,20140728500
30-08-2007,-0.003806,-0.003865,-0.002,20062828400
31-08-2007,0.012311,0.012272,0.011992,20285685800
04-09-2007,0.011098,0.011076,0.007997,20505718500
05-09-2007,-0.010086,-0.010413,-0.007544,20293108300
06-09-2007,0.004427,0.004295,0.003919,20379409300
07-09-2007,-0.016254,-0.016258,-0.012449,20040359800
10-09-2007,-0.002888,-0.002923,-0.005694,19982200700
11-09-2007,0.01352,0.013507,0.009613,20252117700
12-09-2007,0.000224,-0.000072,-0.001829,20251215000
13-09-2007,0.007405,0.007346,0.001725,20397771100
14-09-2007,0.001263,0.001259,0.002017,20423593600
17-09-2007,-0.005818,-0.005823,-0.007233,20300888700
18-09-2007,0.0293,0.029287,0.023097,20895998000
19-09-2007,0.005783,0.005743,0.008323,21015526500
20-09-2007,-0.0052,-0.005356,-0.004106,20903916000
21-09-2007,0.004915,0.004885,0.004305,21003853600
24-09-2007,-0.004481,-0.004488,-0.004033,20907651400
25-09-2007,-0.000427,-0.000454,-0.002151,20872619600
26-09-2007,0.005498,0.005259,0.005437,20972258500
27-09-2007,0.005353,0.00531,0.006304,21084116700
28-09-2007,-0.002677,-0.002708,-0.001747,21027934600
01-10-2007,0.013738,0.013684,0.012528,21307044900
02-10-2007,0.000502,0.000497,0.004636,21300199900
03-10-2007,-0.005159,-0.005311,-0.003673,21190496900
04-10-2007,0.002717,0.002702,0.003148,21247056800
05-10-2007,0.011826,0.011635,0.012567,21493643600
08-10-2007,-0.003017,-0.003017,-0.002322,21415745900
09-10-2007,0.008045,0.008013,0.00593,21588606000
10-10-2007,-0.000231,-0.000308,0.001137,21581608800
11-10-2007,-0.005185,-0.005262,-0.007123,21434747100
12-10-2007,0.005336,0.005329,0.005084,21548380200
15-10-2007,-0.008599,-0.008613,-0.008159,21354567600
16-10-2007,-0.007017,-0.007018,-0.006437,21203833900
17-10-2007,0.002869,0.0028,0.001258,21262903400
18-10-2007,0.00042,0.000385,0.000244,21271480000
19-10-2007,-0.024612,-0.024619,-0.020964,20746285700
22-10-2007,0.003268,0.003249,0.003986,20814690200
23-10-2007,0.010255,0.010223,0.007395,21027278800
24-10-2007,-0.003247,-0.003261,-0.004904,20957924600
25-10-2007,-0.001016,-0.001073,-0.00218,20919883800
26-10-2007,0.013829,0.013827,0.010342,21200589200
29-10-2007,0.005389,0.005248,0.002891,21309449500
30-10-2007,-0.006906,-0.006946,-0.005815,21159155900
31-10-2007,0.013209,0.013122,0.009577,21419254100
01-11-2007,-0.025911,-0.026087,-0.024208,20860718300
02-11-2007,0.002055,0.00198,-0.000543,20906200800
05-11-2007,-0.006623,-0.006718,-0.009924,20761803300
06-11-2007,0.012843,0.012821,0.006423,21031857900
07-11-2007,-0.026918,-0.027278,-0.022819,20452567500
08-11-2007,-0.000583,-0.000615,-0.001304,20437327700
09-11-2007,-0.01507,-0.015101,-0.010198,20123902100
12-11-2007,-0.01404,-0.01404,-0.011156,19842706900
13-11-2007,0.027929,0.02764,0.01838,20393129200
14-11-2007,-0.005817,-0.006006,-0.004806,20266226800
15-11-2007,-0.014115,-0.014169,-0.011769,19942378900
16-11-2007,0.004613,0.004588,-0.001541,20025556300
19-11-2007,-0.018721,-0.018766,-0.020161,19623110700
